# term_candidates.tsv
# detect_term_variants.py scan の入力。用語集 mapping/glossary.md の
# 「揺れ表記」欄と出現数の根拠をこのファイルから機械的に再現する。
#
# 列: category <TAB> canonical <TAB> surface
#   category   用語集のカテゴリ
#   canonical  用語集で採用する正表記
#   surface    コーパスから探す表記。canonical 自身も1行として書く
#
# 1行内では最長一致で非重複にマッチさせるため、「自動テストフレームワーク」が
# マッチした位置で「テストフレームワーク」は数えられない。部分文字列関係にある
# 候補も安心して並べてよい。逆に言えば、ここに書いた表記の集合を変えると
# 出現数も変わる。scan の出現数は「このファイル相対」の数であり、
# 生の grep の件数とは一致しない。
#
# `#` 始まりの行と空行は無視する。

# --- 全体 -----------------------------------------------------------------
テストの種類	エンティティ単体テスト	Form単体テスト
テストの種類	エンティティ単体テスト	Entity単体テスト
テストの種類	コンポーネント単体テスト	コンポーネント単体テスト
テストの種類	コンポーネント単体テスト	Action/Component単体テスト
テストの種類	コンポーネント単体テスト	Action/Componentのクラス単体テスト
テストの種類	コンポーネント単体テスト	Action単体テスト
テストの種類	コンポーネント単体テスト	Component単体テスト
テストの種類	データベースを使用するクラスのテスト	データベースを使用するクラスのテスト
テストの種類	データベースを使用するクラスのテスト	DBアクセステスト
テストの種類	データベースを使用するクラスのテスト	DB アクセステスト

# --- バリデーション（FW解説書 libraries/validation/ の名称） ----------------
バリデーション	バリデーション	バリデーション
バリデーション	バリデーション	精査
バリデーション	相関バリデーション	相関バリデーション
バリデーション	相関バリデーション	項目間精査
バリデーション	単項目バリデーション	単項目バリデーション
バリデーション	単項目バリデーション	単項目精査
バリデーション	ドメインバリデーション	ドメインバリデーション

# --- テストの骨格（design.md 4. のセクションタイトルに使う語） --------------
テストの骨格	テストクラス	テストクラス
テストの骨格	テストメソッド	テストメソッド
テストの骨格	テストケース	テストケース
テストの骨格	テストケース	テストショット

# --- テストデータ ----------------------------------------------------------
テストデータ	テストデータ	テストデータ
テストデータ	テストデータファイル	テストデータファイル
テストデータ	Excel形式	Excel形式
テストデータ	YAML形式	YAML形式
テストデータ	読み込み単位	読み込み単位
テストデータ	データブロック	データブロック
テストデータ	データブロック	セクション
テストデータ	データタイプ	データタイプ
テストデータ	データタイプ	データブロック種別
テストデータ	特殊記法	特殊記法
テストデータ	特殊記法	セルへの特殊な記述方法
テストデータ	グループID	グループID
テストデータ	グループID	グループ ID
テストデータ	グループID	groupId
テストデータ	テストケース一覧	テストケース一覧
テストデータ	テストケース一覧	テストショット一覧
テストデータ	テストケース一覧	テストケース表
テストデータ	テストケース一覧	テストショット表
テストデータ	準備データ	準備データ
テストデータ	準備データ	事前準備データ
テストデータ	準備データ	セットアップデータ
テストデータ	期待値	期待値
テストデータ	期待値	想定結果
テストデータ	期待値	想定値
テストデータ	マーカーカラム	マーカーカラム
テストデータ	必須カラム	必須カラム
テストデータ	オプションカラム	オプションカラム
テストデータ	ディレクティブ	ディレクティブ
テストデータ	テーブルデータ	テーブルデータ
テストデータ	ファイルデータ	ファイルデータ
テストデータ	固定長ファイル	固定長ファイル
テストデータ	可変長ファイル	可変長ファイル
テストデータ	レコード種別行	レコード種別行
テストデータ	フィールド名称行	フィールド名称行
テストデータ	データ型行	データ型行
テストデータ	フィールド長行	フィールド長行
テストデータ	シート	シート
テストデータ	シート	データシート
テストデータ	シート	テストデータシート
テストデータ	シート	準備データシート
テストデータ	セル	セル
テストデータ	Excelファイル	Excelファイル
テストデータ	Excelファイル	Excel ファイル
テストデータ	Excelファイル	ブック
テストデータ	YAMLファイル	YAMLファイル
テストデータ	YAMLファイル	YAML ファイル
テストデータ	トップレベルキー	トップレベルキー
テストデータ	エントリ	エントリ
テストデータ	エントリ値	エントリ値

# --- 電文 ------------------------------------------------------------------
電文	電文	電文
電文	要求電文	要求電文
電文	要求電文	リクエストメッセージ
電文	応答電文	応答電文
電文	応答電文	レスポンスメッセージ
電文	フレームワーク制御ヘッダ	フレームワーク制御ヘッダ
電文	フレームワーク制御ヘッダ	FW制御ヘッダ
電文	フレームワーク制御ヘッダ	FW 制御ヘッダ
電文	メッセージボディ	メッセージボディ
電文	フォーマット定義ファイル	フォーマット定義ファイル

# --- 設定・ツール ----------------------------------------------------------
設定・ツール	コンポーネント設定ファイル	コンポーネント設定ファイル
設定・ツール	コンポーネント設定ファイル	DI設定ファイル
設定・ツール	システムリポジトリ	システムリポジトリ
設定・ツール	内蔵サーバ	内蔵サーバ
設定・ツール	内蔵サーバ	内蔵サーブレットコンテナ
設定・ツール	HTMLダンプ	HTMLダンプ
設定・ツール	HTMLダンプ	HTML ダンプ
設定・ツール	リクエスト単体データ作成ツール	リクエスト単体データ作成ツール
設定・ツール	リクエスト単体データ作成ツール	HTTPダンプツール
設定・ツール	マスタデータ投入ツール	マスタデータ投入ツール
設定・ツール	マスタデータ復旧機能	マスタデータ復旧機能
設定・ツール	HTMLチェックツール	HTMLチェックツール
設定・ツール	テストデータ変換ツール	テストデータ変換ツール
設定・ツール	JUnit 5用拡張機能	JUnit 5用拡張機能
設定・ツール	JUnit 5	JUnit 5
設定・ツール	JUnit 5	JUnit5
設定・ツール	JUnit 4	JUnit 4
設定・ツール	JUnit 4	JUnit4

# --- セクションタイトル ----------------------------------------------------
セクションタイトル	機能概要	機能概要
セクションタイトル	機能概要	概要
セクションタイトル	使用方法	使用方法
セクションタイトル	使用方法	実施方法
セクションタイトル	拡張例	拡張例
セクションタイトル	モジュール一覧	モジュール一覧
セクションタイトル	全体像	全体像
セクションタイトル	主なクラスとリソース	主なクラスとリソース
セクションタイトル	主なクラスとリソース	主なクラス, リソース
セクションタイトル	主なクラスとリソース	主なクラス、リソース
セクションタイトル	前提事項	前提事項
セクションタイトル	前提事項	前提条件
セクションタイトル	稼動環境	稼動環境
セクションタイトル	稼動環境	稼働環境
セクションタイトル	記述例	記述例
セクションタイトル	制約	制約
セクションタイトル	制約	制約・補足
セクションタイトル	補足	補足

# --- 一般表記 --------------------------------------------------------------
一般表記	スーパクラス	スーパクラス
一般表記	スーパクラス	スーパークラス
一般表記	インタフェース	インタフェース
一般表記	インタフェース	インターフェース
一般表記	オーバーライド	オーバーライド
一般表記	オーバーライド	オーバライド
一般表記	ユーザ	ユーザ
一般表記	ユーザ	ユーザー
一般表記	サーバ	サーバ
一般表記	サーバ	サーバー
一般表記	データ	データ
一般表記	データ	データー
一般表記	バイナリデータ	バイナリデータ
一般表記	バイナリデータ	バイナリーデータ
一般表記	パーサ	パーサ
一般表記	パーサ	パーサー
