item_id,src_file,src_line,kind,heading_path,content,design_dest,actual_file,actual_line,verdict,note
B-0794,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst,85,para,リクエスト単体テストの実施方法(HTTP同期応答メッセージ送信処理) > 障害系のテスト,+------------------------------+-------------------------------------------------------------+------------------------------------------------------------------,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst,87,KEPT,照合方法: para/admonition 冒頭（句点区切り）: +------------------------------+--------; after L87 に同テキスト存在
B-0795,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst,94,para,リクエスト単体テストの実施方法(HTTP同期応答メッセージ送信処理) > 障害系のテスト,この値は、応答電文の表の\ **ヘッダおよび本文両方の、「no」を除く最初のフィールド**\ に記載すること。,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst,96,KEPT,照合方法: para/admonition 冒頭（句点区切り）: この値は、応答電文の表の; after L96 に同テキスト存在
B-0796,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst,97,para,リクエスト単体テストの実施方法(HTTP同期応答メッセージ送信処理) > 障害系のテスト,業務アクション内で、明示的に **MessagingException** を制御していないのであれば、 個別のリクエスト単体テストにおいて障害系のテストを行う必要は無い。,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst,99,KEPT,照合方法: para/admonition 冒頭（句点区切り）: 業務アクション内で、明示的に; after L99 に同テキスト存在
B-0797,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst,101,para,リクエスト単体テストの実施方法(HTTP同期応答メッセージ送信処理) > 障害系のテスト,\ :ref:`message_sendSyncMessage_test`\ と異なるクラスを送出する。,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst,7,KEPT,照合方法: para/admonition 冒頭（句点区切り）: \ :ref:; after L7 に同テキスト存在
B-0798,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst,105,heading,リクエスト単体テストの実施方法(HTTP同期応答メッセージ送信処理) > 障害系のテスト,,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst,106,KEPT,照合方法: heading タイトル全文: モックアップを使用するための記述; after L106 に同テキスト存在
B-0799,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst,107,para,リクエスト単体テストの実施方法(HTTP同期応答メッセージ送信処理) > 障害系のテスト > モックアップを使用するための記述,testShotsに ``expectedMessageByClient`` および ``responseMessageByClient`` にグループIDを設定する。モックアップ自体については、\ :ref:`dealUnitTest_send_sync`\ を参照。,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst,109,KEPT,照合方法: para/admonition 冒頭（句点区切り）: testShotsに; after L109 に同テキスト存在
B-0800,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst,110,para,リクエスト単体テストの実施方法(HTTP同期応答メッセージ送信処理) > 障害系のテスト > モックアップを使用するための記述,グループIDの関連については\ :ref:`message_sendSyncMessage_test`\ における ``expectedMessage`` および ``responseMessage`` の場合と同様であるため割愛する。,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst,112,KEPT,照合方法: para/admonition 冒頭（句点区切り）: グループIDの関連については; after L112 に同テキスト存在
B-0801,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst,112,figure,リクエスト単体テストの実施方法(HTTP同期応答メッセージ送信処理) > 障害系のテスト > モックアップを使用するための記述,./_image/http_send_sync_shot.png,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst,114,KEPT,照合方法: figure/image 冒頭; after L114 に同テキスト存在
B-0802,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst,117,para,リクエスト単体テストの実施方法(HTTP同期応答メッセージ送信処理) > 障害系のテスト > モックアップを使用するための記述,"| 同一アクション内でMOMによる同期応答メッセージ送信処理とHTTP同期応答メッセージ送信処理が同時に行われる場合、 | ""expectedMessage""、""responseMessage""にMOMによる同期応答メッセージ送信処理で使用するグループIDを、 | ""expectedMessageByClient""、""",B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst,119,KEPT,照合方法: para/admonition 冒頭（句点区切り）: | 同一アクション内でMOMによる同期応答メッセージ送信処理とHTTP同期応答メ; after L119 に同テキスト存在
B-0803,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst,122,figure,リクエスト単体テストの実施方法(HTTP同期応答メッセージ送信処理) > 障害系のテスト > モックアップを使用するための記述,./_image/http_mom_send_sync_shot.png,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst,124,KEPT,照合方法: figure/image 冒頭; after L124 に同テキスト存在
B-0804,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst,126,admonition,リクエスト単体テストの実施方法(HTTP同期応答メッセージ送信処理) > 障害系のテスト > モックアップを使用するための記述,,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst,32,KEPT,照合方法: para/admonition 冒頭（句点区切り）: tip; after L32 に同テキスト存在
B-0805,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst,129,para,リクエスト単体テストの実施方法(HTTP同期応答メッセージ送信処理) > 障害系のテスト > モックアップを使用するための記述,グループIDはMOMによる同期応答メッセージ送信処理とHTTP同期応答メッセージ送信処理でそれぞれ別の値を設定する必要がある。 同一のグループIDを指定した場合、正しく結果検証が行われないため、注意すること。,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst,131,KEPT,照合方法: para/admonition 冒頭（句点区切り）: グループIDはMOMによる同期応答メッセージ送信処理とHTTP同期応答メッセージ; after L131 に同テキスト存在
B-0806,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst,134,heading,リクエスト単体テストの実施方法(HTTP同期応答メッセージ送信処理) > 障害系のテスト,,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst,135,KEPT,照合方法: heading タイトル全文: 要求電文のアサート; after L135 に同テキスト存在
B-0807,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst,136,para,リクエスト単体テストの実施方法(HTTP同期応答メッセージ送信処理) > 障害系のテスト > 要求電文のアサート,テストデータのディレクティブ行に設定されたfile-typeの値により、要求電文のアサート方法が変化する。,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst,138,KEPT,照合方法: para/admonition 冒頭（句点区切り）: テストデータのディレクティブ行に設定されたfile-typeの値により、要求電文; after L138 に同テキスト存在
B-0808,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst,138,para,リクエスト単体テストの実施方法(HTTP同期応答メッセージ送信処理) > 障害系のテスト > 要求電文のアサート,設定方法やアサート内容についての詳細は :ref:`real_request_test` のレスポンスメッセージの項を参照すること。,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst,140,KEPT,照合方法: para/admonition 冒頭（句点区切り）: 設定方法やアサート内容についての詳細は :ref:; after L140 に同テキスト存在
B-0809,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst,142,heading,リクエスト単体テストの実施方法(HTTP同期応答メッセージ送信処理),,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst,143,KEPT,照合方法: heading タイトル全文: フレームワークで使用するクラスの設定; after L143 に同テキスト存在
B-0810,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst,144,para,リクエスト単体テストの実施方法(HTTP同期応答メッセージ送信処理) > フレームワークで使用するクラスの設定,通常、これらの設定はアーキテクトが行うものでありアプリケーションプログラマが設定する必要はない。,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst,146,KEPT,照合方法: para/admonition 冒頭（句点区切り）: 通常、これらの設定はアーキテクトが行うものでありアプリケーションプログラマが設定; after L146 に同テキスト存在
B-0811,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst,148,heading,リクエスト単体テストの実施方法(HTTP同期応答メッセージ送信処理) > フレームワークで使用するクラスの設定,,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst,149,KEPT,照合方法: heading タイトル全文: モックアップクラスの設定; after L149 に同テキスト存在
B-0812,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst,150,para,リクエスト単体テストの実施方法(HTTP同期応答メッセージ送信処理) > フレームワークで使用するクラスの設定 > モックアップクラスの設定,コンポーネント設定ファイルに、リクエスト単体テストで使用するモックアップクラスを設定する。,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst,152,KEPT,照合方法: para/admonition 冒頭（句点区切り）: コンポーネント設定ファイルに、リクエスト単体テストで使用するモックアップクラスを; after L152 に同テキスト存在
B-0813,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst,152,code,リクエスト単体テストの実施方法(HTTP同期応答メッセージ送信処理) > フレームワークで使用するクラスの設定 > モックアップクラスの設定,"<!-- HTTP通信用クライアント -->
<component name=""defaultMessageSenderClient""
class=""nablarch.test.core.messaging.RequestTestingMessagingClient"">",B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst,156,KEPT,照合方法: code 冒頭行: <!-- HTTP通信用クライアント -->; after L156 に同テキスト存在
B-0814,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst,160,para,リクエスト単体テストの実施方法(HTTP同期応答メッセージ送信処理) > フレームワークで使用するクラスの設定 > モックアップクラスの設定,なお、\ ``charset``\ に、文字コード名を指定することでログに出力する文字コードを変更できる。 通常は省略可能で、省略した場合はUTF-8が使用される。,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/http_send_sync.rst,162,KEPT,照合方法: para/admonition 冒頭（句点区切り）: なお、\; after L162 に同テキスト存在
B-0815,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,5,heading,,,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,4,KEPT,照合方法: heading タイトル全文: リクエスト単体テストの実施方法; after L4 に同テキスト存在
B-0816,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,10,heading,リクエスト単体テストの実施方法,,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,9,KEPT,照合方法: heading タイトル全文: テストクラスの書き方; after L9 に同テキスト存在
B-0817,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,12,para,リクエスト単体テストの実施方法 > テストクラスの書き方,テストクラスは以下の条件を満たすように作成する。,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,12,KEPT,照合方法: para/admonition 冒頭（句点区切り）: テストクラスは以下の条件を満たすように作成する。; after L12 に同テキスト存在
B-0818,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,14,para,リクエスト単体テストの実施方法 > テストクラスの書き方,* テストクラスのパッケージは、テスト対象のActionクラスと同じとする。 * <Actionクラス名>RequestTestというクラス名でテストクラスを作成する。 * nablarch.test.core.http.BasicHttpRequestTestTemplateを継承する。 (プロジェクト側で拡張したT,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,14,KEPT,照合方法: para/admonition 冒頭（句点区切り）: * テストクラスのパッケージは、テスト対象のActionクラスと同じとする。; after L14 に同テキスト存在
B-0819,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,19,para,リクエスト単体テストの実施方法 > テストクラスの書き方,例えば、テスト対象のActionクラスが、nablarch.sample.management.user.UserSearchActionだとすると、 テストクラスは以下のようになる。,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,19,KEPT,照合方法: para/admonition 冒頭（句点区切り）: 例えば、テスト対象のActionクラスが、nablarch.sample.man; after L19 に同テキスト存在
B-0820,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,22,code,リクエスト単体テストの実施方法 > テストクラスの書き方,,B-4,,,MISSING,照合方法: code content が空; 照合失敗: pattern=None
B-0821,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,24,para,リクエスト単体テストの実施方法 > テストクラスの書き方,package nablarch.sample.management.user;,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,24,KEPT,照合方法: para/admonition 冒頭（句点区切り）: package nablarch.sample.management.user;; after L24 に同テキスト存在
B-0822,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,26,para,リクエスト単体テストの実施方法 > テストクラスの書き方,// ～中略～,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,26,KEPT,照合方法: para/admonition 冒頭（句点区切り）: ～中略～; after L26 に同テキスト存在
B-0823,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,28,para,リクエスト単体テストの実施方法 > テストクラスの書き方,public class UserSearchActionRequestTest extends BasicHttpRequestTestTemplate {,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,28,KEPT,照合方法: para/admonition 冒頭（句点区切り）: public class UserSearchActionRequestTest; after L28 に同テキスト存在
B-0824,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,32,admonition,リクエスト単体テストの実施方法 > テストクラスの書き方,,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,32,KEPT,照合方法: para/admonition 冒頭（句点区切り）: tip; after L32 に同テキスト存在
B-0825,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,33,para,リクエスト単体テストの実施方法 > テストクラスの書き方,スーパクラスBasicHttpRequestTestTemplateは、リクエスト単体テストに必要な各種メソッドを用意している。\ DbAccessTestSupportの機能も兼ね備えているので、データベースの設定などもクラス単体テストと\ 同じように実行できる。\,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,33,KEPT,照合方法: para/admonition 冒頭（句点区切り）: スーパクラスBasicHttpRequestTestTemplateは、リクエス; after L33 に同テキスト存在
B-0826,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,40,heading,リクエスト単体テストの実施方法,,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,39,KEPT,照合方法: heading タイトル全文: テストメソッド分割; after L39 に同テキスト存在
B-0827,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,42,para,リクエスト単体テストの実施方法 > テストメソッド分割,以下の手順により、作成するテストメソッドを決定する。,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,42,KEPT,照合方法: para/admonition 冒頭（句点区切り）: 以下の手順により、作成するテストメソッドを決定する。; after L42 に同テキスト存在
B-0828,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,44,para,リクエスト単体テストの実施方法 > テストメソッド分割,* リクエストID毎（Actionのメソッド毎）に、テストケースを正常系と異常系に分類し、それぞれテストメソッドを作成する。,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,44,KEPT,照合方法: para/admonition 冒頭（句点区切り）: * リクエストID毎（Actionのメソッド毎）に、テストケースを正常系と異常系; after L44 に同テキスト存在
B-0829,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,46,para,リクエスト単体テストの実施方法 > テストメソッド分割,* メニューからの単純な画面遷移のように異常系のケースが無い場合は、正常系のテストメソッドのみ作成する。,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,46,KEPT,照合方法: para/admonition 冒頭（句点区切り）: * メニューからの単純な画面遷移のように異常系のケースが無い場合は、正常系のテス; after L46 に同テキスト存在
B-0830,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,48,para,リクエスト単体テストの実施方法 > テストメソッド分割,* 画面表示検証項目については、正常系、異常系のいずれかのメソッドに含められるか検討する。,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,48,KEPT,照合方法: para/admonition 冒頭（句点区切り）: * 画面表示検証項目については、正常系、異常系のいずれかのメソッドに含められるか; after L48 に同テキスト存在
B-0831,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,50,para,リクエスト単体テストの実施方法 > テストメソッド分割,* 同一シートにでの条件分岐が煩雑になる場合は画面表示検証用のテストメソッドを別途作成する。 * そうでない場合は、画面検証用のメソッドは作成せず、正常系または異常系のテストメソッドに含める。,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,50,KEPT,照合方法: para/admonition 冒頭（句点区切り）: * 同一シートにでの条件分岐が煩雑になる場合は画面表示検証用のテストメソッドを別; after L50 に同テキスト存在
B-0832,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,55,para,リクエスト単体テストの実施方法 > テストメソッド分割,**メソッド分割例 （正常系、異常系、画面表示検証用で分割した場合）**,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,55,KEPT,照合方法: para/admonition 冒頭（句点区切り）: **メソッド分割例 （正常系、異常系、画面表示検証用で分割した場合）**; after L55 に同テキスト存在
B-0833,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,57,table,リクエスト単体テストの実施方法 > テストメソッド分割,リクエストID | Actionメソッド名 | テストデータシート名,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,44,KEPT,照合方法: table 先頭セル: リクエストID; after L44 に同テキスト存在
B-0834,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,65,admonition,リクエスト単体テストの実施方法 > テストメソッド分割,,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,32,KEPT,照合方法: para/admonition 冒頭（句点区切り）: tip; after L32 に同テキスト存在
B-0835,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,66,para,リクエスト単体テストの実施方法 > テストメソッド分割,上記のようにメソッドを分割するのは、テストデータシートが煩雑になり可読性が下がることを避ける為である。\ 上記以外でも、１つのテストデータシートにさまざまなテストケースを詰め込むと可読性が下がる場合は、テストデータシートを分割する。,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,66,KEPT,照合方法: para/admonition 冒頭（句点区切り）: 上記のようにメソッドを分割するのは、テストデータシートが煩雑になり可読性が下がる; after L66 に同テキスト存在
B-0836,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,73,heading,リクエスト単体テストの実施方法,,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,72,KEPT,照合方法: heading タイトル全文: テストデータの書き方; after L72 に同テキスト存在
B-0837,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,75,para,リクエスト単体テストの実施方法 > テストデータの書き方,テストデータを記載したExcelファイルは、クラス単体テストと同様に\ テストソースコードと同じディレクトリに同じ名前で格納する（拡張子のみ異なる）。,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,75,KEPT,照合方法: para/admonition 冒頭（句点区切り）: テストデータを記載したExcelファイルは、クラス単体テストと同様に; after L75 に近似テキスト存在（行移動）
B-0838,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,78,para,リクエスト単体テストの実施方法 > テストデータの書き方,テストデータの記述方法詳細については、\ :ref:`how_to_write_excel`\ を参照。,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,78,KEPT,照合方法: para/admonition 冒頭（句点区切り）: テストデータの記述方法詳細については、; after L78 に同テキスト存在
B-0839,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,84,heading,,,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,83,KEPT,照合方法: heading タイトル全文: テストクラスで共通のデータベース初期値; after L83 に同テキスト存在
B-0840,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,86,para,テストクラスで共通のデータベース初期値,テストデータを記載したExcelファイルに、\ **setUpDb**\ という名前でシートを用意し、 そこに共通のデータベース初期値を投入する。ここに記載されたデータは、 自動テストフレームワークによりテストメソッド実行時に投入される。,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,75,KEPT,照合方法: para/admonition 冒頭（句点区切り）: テストデータを記載したExcelファイルに、; after L75 に近似テキスト存在（行移動）
B-0841,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,90,figure,テストクラスで共通のデータベース初期値,./_image/setupdb.png,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,90,KEPT,照合方法: figure/image 冒頭; after L90 に同テキスト存在
B-0842,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,98,heading,,,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,97,KEPT,照合方法: heading タイトル全文: テストケース一覧; after L97 に同テキスト存在
B-0843,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,100,para,テストケース一覧,LIST_MAPのデータタイプで１テストメソッド分のケース表を記載する。IDは、\ **testShots**\ とする。,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,100,KEPT,照合方法: para/admonition 冒頭（句点区切り）: LIST_MAPのデータタイプで１テストメソッド分のケース表を記載する。; after L100 に同テキスト存在
B-0844,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,102,figure,テストケース一覧,./_image/testShots.png,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,102,KEPT,照合方法: figure/image 冒頭; after L102 に同テキスト存在
B-0845,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,106,para,テストケース一覧,１ケース毎に以下の要素を持たせる。,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,106,KEPT,照合方法: para/admonition 冒頭（句点区切り）: １ケース毎に以下の要素を持たせる。; after L106 に同テキスト存在
B-0846,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,108,table,テストケース一覧,カラム名 | 説明 | 必須,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,109,KEPT,照合方法: table 先頭セル: カラム名; after L109 に同テキスト存在
B-0847,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,182,para,テストケース一覧,そのテストケースにて送信するHTTP\ `リクエストパラメータ`_\ ついては、この表ではなく別の表に記載する（\ :ref:`後述<request_test_req_params>`\ ）。,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,182,KEPT,照合方法: para/admonition 冒頭（句点区切り）: そのテストケースにて送信するHTTP; after L182 に同テキスト存在
B-0848,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,187,para,テストケース一覧,descriptionの内容はファイル名に使用するため、OSで規定されたファイル名に使用可能な文字以外の文字の使用や、ファイル名の長さ上限を超過した場合に、 IOExceptionが発生するため、ファイル名として許可された内容を入力すること。 例えば、descriptionに改行コードが含まれていた場合、ファイル名とし,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,187,KEPT,照合方法: para/admonition 冒頭（句点区切り）: descriptionの内容はファイル名に使用するため、OSで規定されたファイル; after L187 に同テキスト存在
B-0849,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,195,heading,,,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,118,KEPT,照合方法: heading タイトル全文: ユーザ情報; after L118 に同テキスト存在
B-0850,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,197,para,ユーザ情報,そのテストケースでリクエストを送る際の、リクエストID、ユーザ、HTTPメソッドを、LIST_MAPのデータタイプで記載する。 複数のユーザ情報を使い分けることで、ユーザの権限や使用するHTTPメソッドによって処理が異なる機能をテストできる。,B-4,ja/development_tools/testing_framework/guide/development_guide/05_UnitTestGuide/02_RequestUnitTest/index.rst,197,KEPT,照合方法: para/admonition 冒頭（句点区切り）: そのテストケースでリクエストを送る際の、リクエストID、ユーザ、HTTPメソッド; after L197 に同テキスト存在
