"file","line","kind","depth","path","title","detail"
".rn/20260626-ntf-yaml-support/input/ntf-doc-terms.md","159","heading","4","NTF 解説書（v6）用語リファレンス > データタイプ別の行構造 > DB 系（SETUP_TABLE / EXPECTED_TABLE / EXPECTED_COMPLETE_TABLE / LIST_MAP）","タイムスタンプ形式",""
".rn/20260626-ntf-yaml-support/input/ntf-doc-terms.md","163","heading","4","NTF 解説書（v6）用語リファレンス > データタイプ別の行構造 > DB 系（SETUP_TABLE / EXPECTED_TABLE / EXPECTED_COMPLETE_TABLE / LIST_MAP）","マスタデータ復旧機能",""
".rn/20260626-ntf-yaml-support/input/ntf-doc-terms.md","167","heading","3","NTF 解説書（v6）用語リファレンス > データタイプ別の行構造","固定長ファイル（SETUP_FIXED / EXPECTED_FIXED）",""
".rn/20260626-ntf-yaml-support/input/ntf-doc-terms.md","171","code","0","NTF 解説書（v6）用語リファレンス > データタイプ別の行構造 > 固定長ファイル（SETUP_FIXED / EXPECTED_FIXED）","","SETUP_FIXED[グループID]=ファイルパス
[ディレクティブ行]   ← text-encoding, record-separator 等
[レコード種別行]"
".rn/20260626-ntf-yaml-support/input/ntf-doc-terms.md","185","heading","3","NTF 解説書（v6）用語リファレンス > データタイプ別の行構造","可変長ファイル（SETUP_VARIABLE / EXPECTED_VARIABLE）",""
".rn/20260626-ntf-yaml-support/input/ntf-doc-terms.md","189","code","0","NTF 解説書（v6）用語リファレンス > データタイプ別の行構造 > 可変長ファイル（SETUP_VARIABLE / EXPECTED_VARIABLE）","","SETUP_VARIABLE[グループID]=ファイルパス
[ディレクティブ行]
[レコード種別行]"
".rn/20260626-ntf-yaml-support/input/ntf-doc-terms.md","202","heading","3","NTF 解説書（v6）用語リファレンス > データタイプ別の行構造","ファイルデータのフィールド定義用語",""
".rn/20260626-ntf-yaml-support/input/ntf-doc-terms.md","213","heading","3","NTF 解説書（v6）用語リファレンス > データタイプ別の行構造","ディレクティブ",""
".rn/20260626-ntf-yaml-support/input/ntf-doc-terms.md","234","heading","2","NTF 解説書（v6）用語リファレンス","testShots / requestParams（テストケース一覧）",""
".rn/20260626-ntf-yaml-support/input/ntf-doc-terms.md","245","heading","3","NTF 解説書（v6）用語リファレンス > testShots / requestParams（テストケース一覧）","testShots カラム一覧（ウェブアプリケーション）",""
".rn/20260626-ntf-yaml-support/input/ntf-doc-terms.md","271","heading","4","NTF 解説書（v6）用語リファレンス > testShots / requestParams（テストケース一覧） > testShots カラム一覧（ウェブアプリケーション）","requestParams の仕様",""
".rn/20260626-ntf-yaml-support/input/ntf-doc-terms.md","277","heading","3","NTF 解説書（v6）用語リファレンス > testShots / requestParams（テストケース一覧）","testShots カラム一覧（バッチ処理）",""
".rn/20260626-ntf-yaml-support/input/ntf-doc-terms.md","296","heading","3","NTF 解説書（v6）用語リファレンス > testShots / requestParams（テストケース一覧）","testShots カラム一覧（メッセージング受信）",""
".rn/20260626-ntf-yaml-support/input/ntf-doc-terms.md","312","heading","3","NTF 解説書（v6）用語リファレンス > testShots / requestParams（テストケース一覧）","ログ検証（expectedLog）",""
".rn/20260626-ntf-yaml-support/input/ntf-doc-terms.md","325","heading","2","NTF 解説書（v6）用語リファレンス","メッセージング",""
".rn/20260626-ntf-yaml-support/input/ntf-doc-terms.md","327","heading","3","NTF 解説書（v6）用語リファレンス > メッセージング","基本用語",""
".rn/20260626-ntf-yaml-support/input/ntf-doc-terms.md","341","heading","3","NTF 解説書（v6）用語リファレンス > メッセージング","メッセージデータ構造（受信: setUpMessages / expectedMessages）",""
".rn/20260626-ntf-yaml-support/input/ntf-doc-terms.md","359","heading","4","NTF 解説書（v6）用語リファレンス > メッセージング > メッセージデータ構造（受信: setUpMessages / expectedMessages）","`FwHeaderDefinition` / `fwHeaderDefinition`",""
".rn/20260626-ntf-yaml-support/input/ntf-doc-terms.md","364","heading","3","NTF 解説書（v6）用語リファレンス > メッセージング","メッセージデータタイプ（同期応答メッセージ送信）",""
".rn/20260626-ntf-yaml-support/input/ntf-doc-terms.md","383","heading","3","NTF 解説書（v6）用語リファレンス > メッセージング","障害系テスト用特殊値",""
".rn/20260626-ntf-yaml-support/input/ntf-doc-terms.md","392","heading","3","NTF 解説書（v6）用語リファレンス > メッセージング","制約事項（同期応答メッセージ送信）",""
".rn/20260626-ntf-yaml-support/input/ntf-doc-terms.md","398","heading","3","NTF 解説書（v6）用語リファレンス > メッセージング","HTTP 同期応答メッセージ送信の用語読み替え",""
".rn/20260626-ntf-yaml-support/input/ntf-doc-terms.md","412","heading","2","NTF 解説書（v6）用語リファレンス","テスト種別と主要クラス",""
".rn/20260626-ntf-yaml-support/input/ntf-doc-terms.md","414","heading","3","NTF 解説書（v6）用語リファレンス > テスト種別と主要クラス","テスト種別の正式名称",""
".rn/20260626-ntf-yaml-support/input/ntf-doc-terms.md","427","heading","3","NTF 解説書（v6）用語リファレンス > テスト種別と主要クラス","DB アクセステスト",""
".rn/20260626-ntf-yaml-support/input/ntf-doc-terms.md","443","heading","3","NTF 解説書（v6）用語リファレンス > テスト種別と主要クラス","リクエスト単体テスト（ウェブアプリケーション）の主要クラス",""
".rn/20260626-ntf-yaml-support/input/ntf-doc-terms.md","457","heading","4","NTF 解説書（v6）用語リファレンス > テスト種別と主要クラス > リクエスト単体テスト（ウェブアプリケーション）の主要クラス","HTML ダンプ出力",""
".rn/20260626-ntf-yaml-support/input/ntf-doc-terms.md","463","heading","4","NTF 解説書（v6）用語リファレンス > テスト種別と主要クラス > リクエスト単体テスト（ウェブアプリケーション）の主要クラス","コンポーネント設定の主要項目",""
".rn/20260626-ntf-yaml-support/input/ntf-doc-terms.md","473","heading","3","NTF 解説書（v6）用語リファレンス > テスト種別と主要クラス","リクエスト単体テスト（RESTful ウェブサービス）",""
".rn/20260626-ntf-yaml-support/input/ntf-doc-terms.md","487","heading","3","NTF 解説書（v6）用語リファレンス > テスト種別と主要クラス","リクエスト単体テスト（バッチ処理）",""
".rn/20260626-ntf-yaml-support/input/ntf-doc-terms.md","500","heading","3","NTF 解説書（v6）用語リファレンス > テスト種別と主要クラス","リクエスト単体テスト（メッセージ受信処理）",""
".rn/20260626-ntf-yaml-support/input/ntf-doc-terms.md","511","heading","3","NTF 解説書（v6）用語リファレンス > テスト種別と主要クラス","リクエスト単体テスト（同期応答メッセージ送信処理）",""
".rn/20260626-ntf-yaml-support/input/ntf-doc-terms.md","526","heading","2","NTF 解説書（v6）用語リファレンス","その他のフレームワーク固有用語",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-file.md","1","heading","1","","NTF テストデータ解説書 — 記述例（ファイルデータ）",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-file.md","5","heading","2","NTF テストデータ解説書 — 記述例（ファイルデータ）","全体像",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-file.md","9","code","0","NTF テストデータ解説書 — 記述例（ファイルデータ） > 全体像","mermaid","mermaid
flowchart LR
  subgraph Excel
    E1[SETUP_FIXED=パス / 区切り行]"
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-file.md","51","heading","2","NTF テストデータ解説書 — 記述例（ファイルデータ）","6.1 固定長ファイル",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-file.md","55","heading","3","NTF テストデータ解説書 — 記述例（ファイルデータ） > 6.1 固定長ファイル","Excel",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-file.md","73","heading","3","NTF テストデータ解説書 — 記述例（ファイルデータ） > 6.1 固定長ファイル","YAML",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-file.md","75","code","0","NTF テストデータ解説書 — 記述例（ファイルデータ） > 6.1 固定長ファイル > YAML","yaml","yaml
setup_files:
  - path: work/input.txt
    type: fixed"
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-file.md","105","heading","2","NTF テストデータ解説書 — 記述例（ファイルデータ）","6.2 エンコーディング指定付き固定長ファイル",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-file.md","109","heading","3","NTF テストデータ解説書 — 記述例（ファイルデータ） > 6.2 エンコーディング指定付き固定長ファイル","Excel",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-file.md","122","heading","3","NTF テストデータ解説書 — 記述例（ファイルデータ） > 6.2 エンコーディング指定付き固定長ファイル","YAML",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-file.md","124","code","0","NTF テストデータ解説書 — 記述例（ファイルデータ） > 6.2 エンコーディング指定付き固定長ファイル > YAML","yaml","yaml
setup_files:
  - path: input/data.dat
    type: fixed"
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-file.md","145","heading","2","NTF テストデータ解説書 — 記述例（ファイルデータ）","6.3 groupId 付き固定長ファイル",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-file.md","149","heading","3","NTF テストデータ解説書 — 記述例（ファイルデータ） > 6.3 groupId 付き固定長ファイル","Excel",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-file.md","167","heading","3","NTF テストデータ解説書 — 記述例（ファイルデータ） > 6.3 groupId 付き固定長ファイル","YAML",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-file.md","169","code","0","NTF テストデータ解説書 — 記述例（ファイルデータ） > 6.3 groupId 付き固定長ファイル > YAML","yaml","yaml
setup_files:
  - path: work/input.txt
    type: fixed"
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-file.md","199","heading","2","NTF テストデータ解説書 — 記述例（ファイルデータ）","6.4 可変長ファイル",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-file.md","203","heading","3","NTF テストデータ解説書 — 記述例（ファイルデータ） > 6.4 可変長ファイル","Excel",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-file.md","213","heading","3","NTF テストデータ解説書 — 記述例（ファイルデータ） > 6.4 可変長ファイル","YAML",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-file.md","215","code","0","NTF テストデータ解説書 — 記述例（ファイルデータ） > 6.4 可変長ファイル > YAML","yaml","yaml
setup_files:
  - path: input/data.csv
    type: variable"
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-file.md","234","heading","4","NTF テストデータ解説書 — 記述例（ファイルデータ） > 6.4 可変長ファイル > YAML","クォート付きフィールド（カンマを含む値）の扱い",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-file.md","240","code","0","NTF テストデータ解説書 — 記述例（ファイルデータ） > 6.4 可変長ファイル > YAML > クォート付きフィールド（カンマを含む値）の扱い","","number of input fields was invalid. number of fields must be [N], but number of input fields was [M]."
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-file.md","246","heading","3","NTF テストデータ解説書 — 記述例（ファイルデータ） > 6.4 可変長ファイル","Excel",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-file.md","256","heading","3","NTF テストデータ解説書 — 記述例（ファイルデータ） > 6.4 可変長ファイル","YAML",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-file.md","258","code","0","NTF テストデータ解説書 — 記述例（ファイルデータ） > 6.4 可変長ファイル > YAML","yaml","yaml
expected_files:
  - path: output/data.csv
    type: variable"
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-file.md","284","heading","2","NTF テストデータ解説書 — 記述例（ファイルデータ）","6.5 複数レコードレイアウト",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-file.md","288","heading","3","NTF テストデータ解説書 — 記述例（ファイルデータ） > 6.5 複数レコードレイアウト","Excel",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-file.md","303","heading","3","NTF テストデータ解説書 — 記述例（ファイルデータ） > 6.5 複数レコードレイアウト","YAML",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-file.md","305","code","0","NTF テストデータ解説書 — 記述例（ファイルデータ） > 6.5 複数レコードレイアウト > YAML","yaml","yaml
setup_files:
  - path: input/multi.dat
    type: fixed"
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-file.md","331","heading","2","NTF テストデータ解説書 — 記述例（ファイルデータ）","6.6 空ファイル",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-file.md","335","heading","3","NTF テストデータ解説書 — 記述例（ファイルデータ） > 6.6 空ファイル","Excel",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-file.md","343","heading","3","NTF テストデータ解説書 — 記述例（ファイルデータ） > 6.6 空ファイル","YAML",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-file.md","345","code","0","NTF テストデータ解説書 — 記述例（ファイルデータ） > 6.6 空ファイル > YAML","yaml","yaml
setup_files:
  - path: input/empty.dat
    type: fixed"
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-messaging.md","1","heading","1","","NTF テストデータ解説書 — 記述例（メッセージングテストデータ）",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-messaging.md","7","heading","2","NTF テストデータ解説書 — 記述例（メッセージングテストデータ）","7.1 MESSAGE セクション（メッセージ送受信）",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-messaging.md","11","heading","3","NTF テストデータ解説書 — 記述例（メッセージングテストデータ） > 7.1 MESSAGE セクション（メッセージ送受信）","Excel",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-messaging.md","32","heading","3","NTF テストデータ解説書 — 記述例（メッセージングテストデータ） > 7.1 MESSAGE セクション（メッセージ送受信）","YAML",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-messaging.md","34","code","0","NTF テストデータ解説書 — 記述例（メッセージングテストデータ） > 7.1 MESSAGE セクション（メッセージ送受信） > YAML","yaml","yaml
messages:
  - id: requestMessages
    directives:"
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-messaging.md","63","heading","3","NTF テストデータ解説書 — 記述例（メッセージングテストデータ） > 7.1 MESSAGE セクション（メッセージ送受信）","制約・補足",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-messaging.md","72","heading","2","NTF テストデータ解説書 — 記述例（メッセージングテストデータ）","7.2 要求電文・応答電文の期待値（SendSync メッセージング）",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-messaging.md","76","heading","3","NTF テストデータ解説書 — 記述例（メッセージングテストデータ） > 7.2 要求電文・応答電文の期待値（SendSync メッセージング）","Excel",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-messaging.md","91","heading","3","NTF テストデータ解説書 — 記述例（メッセージングテストデータ） > 7.2 要求電文・応答電文の期待値（SendSync メッセージング）","YAML",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-messaging.md","93","code","0","NTF テストデータ解説書 — 記述例（メッセージングテストデータ） > 7.2 要求電文・応答電文の期待値（SendSync メッセージング） > YAML","yaml","yaml
list_maps:
  - id: testShots
    rows:"
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-messaging.md","122","heading","3","NTF テストデータ解説書 — 記述例（メッセージングテストデータ） > 7.2 要求電文・応答電文の期待値（SendSync メッセージング）","制約・補足",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-messaging.md","131","heading","2","NTF テストデータ解説書 — 記述例（メッセージングテストデータ）","7.3 sendSyncTestData の配置規則",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-messaging.md","135","heading","3","NTF テストデータ解説書 — 記述例（メッセージングテストデータ） > 7.3 sendSyncTestData の配置規則","Excel",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-messaging.md","143","heading","3","NTF テストデータ解説書 — 記述例（メッセージングテストデータ） > 7.3 sendSyncTestData の配置規則","YAML",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-messaging.md","145","code","0","NTF テストデータ解説書 — 記述例（メッセージングテストデータ） > 7.3 sendSyncTestData の配置規則 > YAML","yaml","yaml
messages:
  - id: sendSyncTestData/REQ001/message
    records:"
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-messaging.md","160","heading","3","NTF テストデータ解説書 — 記述例（メッセージングテストデータ） > 7.3 sendSyncTestData の配置規則","制約・補足",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-messaging.md","169","heading","2","NTF テストデータ解説書 — 記述例（メッセージングテストデータ）","7.4 ステータスコードのデフォルト値",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-messaging.md","173","heading","3","NTF テストデータ解説書 — 記述例（メッセージングテストデータ） > 7.4 ステータスコードのデフォルト値","Excel",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-messaging.md","182","heading","3","NTF テストデータ解説書 — 記述例（メッセージングテストデータ） > 7.4 ステータスコードのデフォルト値","YAML",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-messaging.md","184","code","0","NTF テストデータ解説書 — 記述例（メッセージングテストデータ） > 7.4 ステータスコードのデフォルト値 > YAML","yaml","yaml
response_body_messages:
  - id: REQ001
    records:"
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-messaging.md","195","heading","3","NTF テストデータ解説書 — 記述例（メッセージングテストデータ） > 7.4 ステータスコードのデフォルト値","制約・補足",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-overview.md","1","heading","1","","NTF テストデータ解説書 — 記述例（概要・groupId）",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-overview.md","5","heading","2","NTF テストデータ解説書 — 記述例（概要・groupId）","1. NTF テストデータ",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-overview.md","9","heading","3","NTF テストデータ解説書 — 記述例（概要・groupId） > 1. NTF テストデータ","Excel",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-overview.md","36","heading","3","NTF テストデータ解説書 — 記述例（概要・groupId） > 1. NTF テストデータ","YAML",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-overview.md","38","code","0","NTF テストデータ解説書 — 記述例（概要・groupId） > 1. NTF テストデータ > YAML","yaml","yaml
list_maps:
  - id: testShots
    rows:"
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-overview.md","93","heading","2","NTF テストデータ解説書 — 記述例（概要・groupId）","4.3 セクションのグループ化（groupId）",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-overview.md","104","heading","3","NTF テストデータ解説書 — 記述例（概要・groupId） > 4.3 セクションのグループ化（groupId）","Excel",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-overview.md","136","heading","3","NTF テストデータ解説書 — 記述例（概要・groupId） > 4.3 セクションのグループ化（groupId）","YAML",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-overview.md","140","code","0","NTF テストデータ解説書 — 記述例（概要・groupId） > 4.3 セクションのグループ化（groupId） > YAML","yaml","yaml
list_maps:
  - id: testShots
    rows:"
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-special.md","1","heading","1","","NTF テストデータ解説書 — 記述例（特殊値・ディレクティブ・ヘッダ）",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-special.md","7","heading","2","NTF テストデータ解説書 — 記述例（特殊値・ディレクティブ・ヘッダ）","8. 特殊値・インタープリタ",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-special.md","9","heading","3","NTF テストデータ解説書 — 記述例（特殊値・ディレクティブ・ヘッダ） > 8. 特殊値・インタープリタ","8.1 日付型・Timestamp・特殊値",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-special.md","13","heading","4","NTF テストデータ解説書 — 記述例（特殊値・ディレクティブ・ヘッダ） > 8. 特殊値・インタープリタ > 8.1 日付型・Timestamp・特殊値","Excel",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-special.md","23","heading","4","NTF テストデータ解説書 — 記述例（特殊値・ディレクティブ・ヘッダ） > 8. 特殊値・インタープリタ > 8.1 日付型・Timestamp・特殊値","YAML",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-special.md","25","code","0","NTF テストデータ解説書 — 記述例（特殊値・ディレクティブ・ヘッダ） > 8. 特殊値・インタープリタ > 8.1 日付型・Timestamp・特殊値 > YAML","yaml","yaml
expected_tables:
  - table: SCHEDULE
    rows:"
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-special.md","47","heading","4","NTF テストデータ解説書 — 記述例（特殊値・ディレクティブ・ヘッダ） > 8. 特殊値・インタープリタ > 8.1 日付型・Timestamp・特殊値","制約",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-special.md","59","heading","3","NTF テストデータ解説書 — 記述例（特殊値・ディレクティブ・ヘッダ） > 8. 特殊値・インタープリタ","8.2 QuotationTrimmer によるスペース値明示記法",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-special.md","63","heading","4","NTF テストデータ解説書 — 記述例（特殊値・ディレクティブ・ヘッダ） > 8. 特殊値・インタープリタ > 8.2 QuotationTrimmer によるスペース値明示記法","Excel",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-special.md","70","heading","4","NTF テストデータ解説書 — 記述例（特殊値・ディレクティブ・ヘッダ） > 8. 特殊値・インタープリタ > 8.2 QuotationTrimmer によるスペース値明示記法","YAML",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-special.md","72","code","0","NTF テストデータ解説書 — 記述例（特殊値・ディレクティブ・ヘッダ） > 8. 特殊値・インタープリタ > 8.2 QuotationTrimmer によるスペース値明示記法 > YAML","yaml","yaml
expected_tables:
  - table: ITEM
    rows:"
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-special.md","81","heading","4","NTF テストデータ解説書 — 記述例（特殊値・ディレクティブ・ヘッダ） > 8. 特殊値・インタープリタ > 8.2 QuotationTrimmer によるスペース値明示記法","制約",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-special.md","88","heading","3","NTF テストデータ解説書 — 記述例（特殊値・ディレクティブ・ヘッダ） > 8. 特殊値・インタープリタ","8.3 バイナリデータ",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-special.md","92","heading","4","NTF テストデータ解説書 — 記述例（特殊値・ディレクティブ・ヘッダ） > 8. 特殊値・インタープリタ > 8.3 バイナリデータ","Excel",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-special.md","100","heading","4","NTF テストデータ解説書 — 記述例（特殊値・ディレクティブ・ヘッダ） > 8. 特殊値・インタープリタ > 8.3 バイナリデータ","YAML",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-special.md","102","code","0","NTF テストデータ解説書 — 記述例（特殊値・ディレクティブ・ヘッダ） > 8. 特殊値・インタープリタ > 8.3 バイナリデータ > YAML","yaml","yaml
setup_tables:
  - table: FILE_TABLE
    rows:"
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-special.md","112","heading","4","NTF テストデータ解説書 — 記述例（特殊値・ディレクティブ・ヘッダ） > 8. 特殊値・インタープリタ > 8.3 バイナリデータ","制約",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-special.md","121","heading","2","NTF テストデータ解説書 — 記述例（特殊値・ディレクティブ・ヘッダ）","9. ディレクティブ",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-special.md","123","heading","3","NTF テストデータ解説書 — 記述例（特殊値・ディレクティブ・ヘッダ） > 9. ディレクティブ","9.1 固定長ファイルのディレクティブ",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-special.md","127","heading","4","NTF テストデータ解説書 — 記述例（特殊値・ディレクティブ・ヘッダ） > 9. ディレクティブ > 9.1 固定長ファイルのディレクティブ","Excel",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-special.md","138","heading","4","NTF テストデータ解説書 — 記述例（特殊値・ディレクティブ・ヘッダ） > 9. ディレクティブ > 9.1 固定長ファイルのディレクティブ","YAML",""
".rn/20260626-ntf-yaml-support/input/ntf-testdata-doc-examples-special.md","140","code","0","NTF テストデータ解説書 — 記述例（特殊値・ディレクティブ・ヘッダ） > 9. ディレクティブ > 9.1 固定長ファイルのディレクティブ > YAML","yaml","yaml
setup_files:
  - path: input/data.dat
    type: fixed"
