mapping_id,src_section_id,src_type,src_file,src_body_start,src_body_end,heading_path,lines,audience,dest_part,dest_page,dest_section,disposition,note
input-0186,input-0186,input,.rn/20260724-ntf-yaml-support/input/testdata-converter-design.md,55,61,NTF テストデータ変換ツール 設計書 > 1. 何を作るか（背景と決定） > 制約,7,developer,,,,DROP,既存Excel読み込みの後方互換維持義務、YAML対応・変換ツールの新規開発可否、対象バージョン(v6のみ)、実装完了後の別リポジトリ分割方針という開発時の制約事項。開発プロジェクトの計画情報であり、テスティングフレームワーク利用者には不要のためDROP。
input-0187,input-0187,input,.rn/20260724-ntf-yaml-support/input/testdata-converter-design.md,63,69,NTF テストデータ変換ツール 設計書 > 2. どう作るか（設計判断） > (L2直下),7,developer,,,,DROP,「2. どう作るか」章の導入文（L2直下）。本体と同じ器に行き着けば構造解釈がズレないという内部設計方針と、Excel/YAML経路ごとに判断を示すという章の見取り図を述べる。同章の子セクションの大半（0188、0189、0191〜0193）が内部実装設計としてDROPであり、判断ルール1に従い導入文も同じくDROPとする。
input-0188,input-0188,input,.rn/20260724-ntf-yaml-support/input/testdata-converter-design.md,71,92,NTF テストデータ変換ツール 設計書 > 2. どう作るか（設計判断） > 判断 A：Excel 経路 — アダプタで再利用,22,developer,,,,DROP,Excel経路の再利用方式（BasicTestDataParserの公開APIを避け、空interpretersで配線するアダプタTestCoreReaderAdapter/TestCoreFileAdapterを新設する判断）を説明する内部アーキテクチャ設計。クラス名・パッケージ配置に踏み込む実装詳細のため開発者向けDROP。
input-0189,input-0189,input,.rn/20260724-ntf-yaml-support/input/testdata-converter-design.md,94,104,NTF テストデータ変換ツール 設計書 > 2. どう作るか（設計判断） > 判断 B：YAML 経路 — 本体の構造解釈を再利用（本体器を空インタープリタで取得）,11,developer,,,,DROP,YAML経路の再利用方式（本体のYamlビルダ群を空インタープリタで配線するYamlTestCoreAdapterを新設する判断）を説明する内部アーキテクチャ設計。0188と対称の実装詳細のためDROP。
input-0190,input-0190,input,.rn/20260724-ntf-yaml-support/input/testdata-converter-design.md,106,115,NTF テストデータ変換ツール 設計書 > 2. どう作るか（設計判断） > 特殊記法の扱い：形式に依存するか否かで分ける,10,user,第4部 ツール,テストデータ変換ツール,機能概要,MOVE,NTF独自記法(${systemTime}等)は変換ツールが解決せず記法のまま保持される点、およびYAML出力では数値・null・空白を文字列として保つため全値をダブルクォートで囲む(NTF仕様として確定)という、変換結果として利用者が観測できる入出力仕様。機能概要の前提事項に該当するためMOVE。
input-0191,input-0191,input,.rn/20260724-ntf-yaml-support/input/testdata-converter-design.md,117,128,NTF テストデータ変換ツール 設計書 > 2. どう作るか（設計判断） > 共通：器の中身を読む手段,12,developer,,,,DROP,TableData/DataFile/MessagePool/LIST_MAPそれぞれの内部値をどのAPI・アダプタで読み出すかを列挙した内部実装詳細（TestCoreFileAdapterの相乗り方式等）。利用者向け情報ではないためDROP。
input-0192,input-0192,input,.rn/20260724-ntf-yaml-support/input/testdata-converter-design.md,130,141,NTF テストデータ変換ツール 設計書 > 2. どう作るか（設計判断） > 共通：器が正規化する値の原文復元,12,developer,,,,DROP,器が正規化する値（カラム名大文字化・長さ省略・型表記・LIST_MAP列順）の原文をExcel生行/YamlLoaderのMapから復元する内部処理の詳細。実装上のindex/キー対応の仕組みであり利用者向け情報ではないためDROP。
input-0193,input-0193,input,.rn/20260724-ntf-yaml-support/input/testdata-converter-design.md,143,153,NTF テストデータ変換ツール 設計書 > 2. どう作るか（設計判断） > 重複実装を避ける：ロジックの共通化,11,developer,,,,DROP,マーカー列判定・コメント/空行判定・行末空セル除去といった判定ロジックを本体とユーティリティで共有する開発方針。コード実装の一元化に関する変換ツール内部の設計方針であり、NTF開発者向け内部設計のためDROP（audience=developer。ドキュメント記述同士が重なっているという意味ではない）。
input-0194,input-0194,input,.rn/20260724-ntf-yaml-support/input/testdata-converter-design.md,155,171,NTF テストデータ変換ツール 設計書 > 2. どう作るか（設計判断） > 書き出し（OUT）の整形方針,17,user,第4部 ツール,テストデータ変換ツール,使用方法,MOVE,書き出し方針としてYAML出力は機械可読重視(全値クォート等)、Excel出力は人が編集する前提で装飾・レイアウトを設定可能とする旨、および設定項目（データタイプ識別行等の背景色・列幅・罫線・データブロック間の空行）とデフォルト値の表を記載。利用者が実際に設定できる項目のため使用方法にMOVE。
input-0195,input-0195,input,.rn/20260724-ntf-yaml-support/input/testdata-converter-design.md,173,175,NTF テストデータ変換ツール 設計書 > 3. 構造 > (L2直下),3,developer,,,,DROP,「3. 構造」章の導入文（L2直下）。「中間モデルを介するReader/Writer構成。図に役割を持たせ、文は補足に絞る」という後続図の読み方を示すのみの編集上の注記で、実体的な内容を持たない。同章の子セクション（中間モデル/IN/OUT）は内部クラス図でありDROPのため、判断ルール1に従い導入文も同じくDROPとする。
input-0196,input-0196,input,.rn/20260724-ntf-yaml-support/input/testdata-converter-design.md,177,213,NTF テストデータ変換ツール 設計書 > 3. 構造 > 中間モデル,37,developer,,,,DROP,変換ツール内部の中間モデルのクラス図（TestDataContainer/TestDataSection/TestDataBlock等の継承構造）。読み込み単位とExcelシート/YAMLファイルの対応関係に触れるが、この対応自体はグロッサリ5.9（テストデータファイルの単位）で別途定義済みであり、本セクションの主眼は変換ツール内部のクラス設計のため開発者向けDROP。
input-0197,input-0197,input,.rn/20260724-ntf-yaml-support/input/testdata-converter-design.md,215,271,NTF テストデータ変換ツール 設計書 > 3. 構造 > IN（形式 → 中間モデル）,57,developer,,,,DROP,IN方向（形式→中間モデル）のReader内部アーキテクチャのクラス図（TestCoreReaderAdapter/YamlTestCoreAdapter/TestCoreFileAdapter等のパッケージ相乗り構成）。実装の内部構造説明でありDROP。
input-0198-a,input-0198,input,.rn/20260724-ntf-yaml-support/input/testdata-converter-design.md,273,294,NTF テストデータ変換ツール 設計書 > 3. 構造 > OUT（中間モデル → 形式）,22,developer,,,,DROP,#5c差し戻し対応で3分割。OUT方向（中間モデル→形式）のWriter内部アーキテクチャのmermaidクラス図（TestDataFormatWriter/YamlFormatWriter/XlsFormatWriter/ExcelFormatConfig/YamlTestDataValidatorの実装関係）。クラス設計そのものであり利用者向け情報を含まないため開発者向けDROP。
input-0198-b,input-0198,input,.rn/20260724-ntf-yaml-support/input/testdata-converter-design.md,295,295,NTF テストデータ変換ツール 設計書 > 3. 構造 > OUT（中間モデル → 形式）,1,user,第4部 ツール,テストデータ変換ツール,機能概要,MERGE,#5c差し戻し対応で3分割。YamlTestDataValidator（ValidationErrorと対）はYAML OUT後にスキーマ検証を行うリンターで、不正なYAMLが生成された場合はValidationErrorリストを返す、という説明1文。変換ツールがYAML出力時に不正なYAMLを自動検出するという「何ができるか」に該当する利用者向けの機能情報のためaudience=user。元note「input-0194で既にカバー」は誤り（#5c差し戻し指摘）。input-0194（testdata-converter-design.md 155-171、書き出しの整形方針）を実測すると内容はExcel/YAML整形方針（全値クォート・列幅/罫線/空行等の設定表）のみでスキーマ検証への言及は一切なく、別トピックと確認。テストデータ変換ツールの機能概要へMERGE。
input-0198-c,input-0198,input,.rn/20260724-ntf-yaml-support/input/testdata-converter-design.md,296,298,NTF テストデータ変換ツール 設計書 > 3. 構造 > OUT（中間モデル → 形式）,3,developer,,,,DROP,#5c差し戻し対応で3分割。YamlFormatWriterは記法どおり（全値クォート）、XlsFormatWriterはExcelFormatConfig（2章の整形表）を参照して整形付きで書き出す、という実装クラスの参照関係説明。整形方針自体はinput-0194（書き出しの整形方針、第4部ツール使用方法へMOVE済み）で利用者向けにカバー済みであり、本文は実装クラス名を挙げた内部参照の再掲にとどまり新規の利用者向け情報を追加しないため開発者向けDROP。
input-0199,input-0199,input,.rn/20260724-ntf-yaml-support/input/testdata-converter-design.md,300,326,NTF テストデータ変換ツール 設計書 > 3. 構造 > 利用の入口,27,user,第4部 ツール,テストデータ変換ツール,使用方法,MOVE,利用PJ・Nablarch開発チームとも共通の入口TestDataConverterを使う旨、NTF利用PJはConversionRequest(include/exclude・上書き可否等)とともに呼び出す使い方を説明。実際の呼び出し方を示す使用方法の中核情報のためMOVE。
input-0200,input-0200,input,.rn/20260724-ntf-yaml-support/input/testdata-converter-design.md,328,337,NTF テストデータ変換ツール 設計書 > 4. 品質担保,10,developer,,,,DROP,変換ツール開発時の品質担保4段階（各クラスのユニットテスト、往復変換確認、本体テストのYAML変換、サンプルアプリでの動作確認）という開発プロセス上のテスト戦略。テスティングフレームワーク利用者の操作とは無関係の開発工程情報のためDROP。
input-0201,input-0201,input,.rn/20260724-ntf-yaml-support/input/testdata-converter-design.md,341,349,NTF テストデータ変換ツール 設計書 > 5. 開発とバージョン展開 > 開発とリポジトリ分割の手順,9,developer,,,,DROP,nablarch-testing内での分割開発からレビュー・承認を経て別リポジトリ(nablarch-testing-yaml/nablarch-testing-converter)へ分割するまでの開発手順。開発プロジェクトの内部プロセスのためDROP。
input-0202,input-0202,input,.rn/20260724-ntf-yaml-support/input/testdata-converter-design.md,351,363,NTF テストデータ変換ツール 設計書 > 5. 開発とバージョン展開 > 過去バージョンへの展開,13,developer,,,,DROP,過去バージョン(v5・v1.4〜v1.2)へのYAML対応展開可否の検討結果と、NTF1.1系・1.2.0・v5での読み込み挙動の変遷（空行の扱い、xlsx対応、空文字→null変換）。過去バージョンへの機能移植計画であり、現行フレームワーク利用者向けの情報ではないためDROP。
current-0161,current-0161,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/01_Abstract.rst,1,2,(冒頭),2,user,,,,DROP,本文は「.. _auto-test-framework:」というRST内部アンカーラベルと空行のみで、実体的な記述がない。新規ページ作成時に:refラベルを付与し直せば足りるため対応不要。
current-0162,current-0162,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/01_Abstract.rst,13,20,自動テストフレームワーク > 特徴 > JUnit4ベース,8,user,第1部 テスティングフレームワークとは,テスティングフレームワークとは,全体像,MOVE,自動テストフレームワークがJUnit4をベースとし、各種annotation・assertメソッド・Matcherクラスを使用する旨と、JUnit5上で動かす場合の参照tipを記載。design.md#2の全体像「JUnitベースであること」の説明に該当するためMOVE。tip先の:ref:`run_ntf_on_junit5_with_vintage_engine`は本ファイル内のcurrent-0178以降が対応。
current-0163,current-0163,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/01_Abstract.rst,23,27,自動テストフレームワーク > 特徴 > テストデータの外部化,5,user,第1部 テスティングフレームワークとは,テスティングフレームワークとは,全体像,MOVE,テストデータをExcelファイルに記述できる旨、準備データや期待するテスト結果をAPI経由で使用できる旨を説明。design.md#2の「テストデータを外部ファイル化する意味」に該当する概念説明のためMOVE。2026-08-05 #8フィードバック（「テストデータ、この記載必要ですか？外部化は特徴へ」）を受けて再判定: 独立した「テストデータ」節を廃止し、外部化の事実は「特徴」2点目（テストコードは定型・少量で済む）の前提として統合するため、dest_sectionをテストデータから全体像へ変更（design.md §2改訂）。
current-0164,current-0164,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/01_Abstract.rst,30,135,自動テストフレームワーク > 特徴 > Nablarchに特化したテスト補助機能を提供,106,user,第1部 テスティングフレームワークとは,テスティングフレームワークとは,全体像,MOVE,実際に描画される文章は冒頭の1文「トランザクション制御やシステム日付設定など、Nablarchアプリケーションに特化したAPIを用意する。」のみで、残り（未実装/未検討/取り下げの各項目）はすべて「.. 」で始まるRSTコメントであり解説書には出力されない旧要求管理メモ。生きた内容が1文しかないため分割の余地がなく、split-plan.mdでも同様に判定済み。第1部 全体像（NTFの位置づけ・提供機能）にMOVE。
current-0165,current-0165,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/01_Abstract.rst,139,166,自動テストフレームワーク > 自動テストフレームワークの構成,28,user,第1部 テスティングフレームワークとは,テスティングフレームワークとは,アーキテクチャ,MOVE,自動テストフレームワークの構成図と、テストクラス・テスト対象クラス・Excelファイル・コンポーネント設定ファイル/環境設定ファイル・自動テストフレームワーク本体・Nablarch Application Frameworkの役割と作成者を示す表。design.md#2のアーキテクチャ「自動テストフレームワークの構成」に直接該当するためMOVE。
current-0166,current-0166,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/01_Abstract.rst,170,194,自動テストフレームワーク > テストメソッド記述方法,25,user,第1部 テスティングフレームワークとは,テスティングフレームワークとは,全体像,MOVE,JUnit4のannotationを使用してテストメソッドを作成する基本（@Testアノテーション付与のコード例）と、@Before/@Afterの利用および参照tipを記載。特定の処理方式に依存しないJUnitベースの基本的な書き方であり、design.md#2の全体像「JUnitベースであること」の具体的な現れとしてMOVE。処理方式ごとの「テストメソッドを作成する」手順は各処理方式ページで別途扱うため、ここでは総論に留める。tip先の:ref:`using_junit_annotation`は本ファイル範囲外で対応関係は未確認。
current-0167,current-0167,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/01_Abstract.rst,198,202,自動テストフレームワーク > Excelによるテストデータ記述 > (L2直下),5,user,第3部 テストの実装方法,テストデータの書き方,テストデータの構造,MOVE,「Excelによるテストデータ記述」の導入文（L2直下）で、Javaソースコードよりスプレッドシートのほうが可読性・編集のしやすさで有利という記述理由を説明。判断ルール1により、後続の命名規約以下の子セクション（0168〜0174）と同じテストデータの書き方ページにMOVE。
current-0168,current-0168,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/01_Abstract.rst,205,255,自動テストフレームワーク > Excelによるテストデータ記述 > 命名規約,51,user,第3部 テストの実装方法,テストデータの書き方,テストデータの構造,MOVE,Excelファイル名・配置パス（テストソースと同名・同ディレクトリ）とExcelシート名（テストメソッド名と同名）の命名規約を規定する記法仕様。判断ルール2により、処理方式非依存のExcel記法としてテストデータの書き方ページにMOVE。
current-0169,current-0169,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/01_Abstract.rst,258,325,自動テストフレームワーク > Excelによるテストデータ記述 > シート内の構造,68,user,第3部 テストの実装方法,テストデータの書き方,テストデータの構造,MOVE,シート内のデータタイプ（SETUP_TABLE/EXPECTED_TABLE/EXPECTED_COMPLETE_TABLE/LIST_MAP/SETUP_FIXED/EXPECTED_FIXED/SETUP_VARIABLE/EXPECTED_VARIABLE/MESSAGE/EXPECTED_REQUEST_HEADER_MESSAGES等）の一覧表と「データタイプ=値」の共通書式を定義する記法仕様。テストデータの書き方ページの中核的内容としてMOVE。
current-0170,current-0170,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/01_Abstract.rst,328,347,自動テストフレームワーク > Excelによるテストデータ記述 > コメント,20,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MOVE,セル内の「//」から始まる文字列をコメントとして扱い、そのセルから右を読み込み対象外にする記法を説明。データ記述の可読性向上のための記法仕様のためMOVE。
current-0171,current-0171,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/01_Abstract.rst,350,390,自動テストフレームワーク > Excelによるテストデータ記述 > マーカーカラム,41,user,第3部 テストの実装方法,テストデータの書き方,使用方法,MOVE,カラム名を半角角括弧で囲むと「マーカーカラム」として読み込み対象外になる記法を説明。glossary.md 5.8のマーカーカラムの出典箇所そのもの。記法仕様のためMOVE。
current-0172,current-0172,current,ja/development_tools/testing_framework/guide/development_guide/06_TestFWGuide/01_Abstract.rst,393,402,自動テストフレームワーク > Excelによるテストデータ記述 > セルの書式,10,user,第3部 テストの実装方法,テストデータの書き方,テストデータの構造,MOVE,Excelセルの書式は文字列のみを使用しなければならない旨と、罫線・色付けは任意である旨のimportant/注意を記載。テストデータ記述時の前提となる記法仕様のためMOVE。
